"person","id","gender","country_of_residence","net_worth_in_billionusd_2024_01","net_worth_in_billionusd_2024_02","net_worth_in_billionusd_2024_03","net_worth_in_billionusd_2024_04","net_worth_in_billionusd_2024_05","net_worth_in_billionusd_2024_06","net_worth_in_billionusd_2024_07","net_worth_in_billionusd_2024_08","net_worth_in_billionusd_2024_09","net_worth_in_billionusd_2024_10","net_worth_in_billionusd_2024_11","net_worth_in_billionusd_2024_12"
"Yakir Gabay",755,"male","UK","3.70","3.60","3.90","3.90","3.90","3.90","3.90","4.00","4.10","4.10","4.20","4.10"
"Huang Li",756,"male","China","2.10","2.60","3.00","2.90","2.70","2.40","2.60","2.50","3.10","3.60","3.20","3.00"
"Brad Jacobs",757,"male","USA","3.80","3.80","4.10","4.10","4.10","4.10","4.10","8.50","9.30","9.10","9.70","9.40"
"Ji Qi",758,"male","China","2.50","2.90","3.00","2.90","2.90","2.70","2.40","2.50","2.90","2.90","2.60","2.70"
"Jason Jiang",759,"male","China","3.50","3.80","3.90","3.80","3.80","3.60","3.50","3.70","4.40","4.40","4.20","4.20"
"Jim Kavanaugh",760,"male","USA","4.70","4.70","4.70","4.70","4.70","4.70","4.70","7.00","7.00","7.00","7.00","7.00"
"Richard LeFrak",761,"male","USA","3.50","3.40","3.50","3.30","3.30","3.40","3.70","3.80","2.80","2.80","2.90","2.60"
"Mikhail Lomtadze",762,"male","Kazakhstan","4.40","4.90","5.80","5.70","5.70","5.80","5.80","5.80","5.80","5.80","5.80","5.80"
"Tom Morris",763,"male","UK","4.40","4.60","4.00","4.20","4.40","4.40","4.40","4.90","5.00","4.90","4.70","4.40"
"Shigenobu Nagamori",764,"male","Japan","2.80","2.80","3.00","3.50","3.70","3.30","3.20","3.10","3.10","3.00","2.70","2.70"
"Daniel Och",765,"male","USA","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.90","3.90","3.90","3.90"
"Horst Paulmann",766,"male","Chile","3.30","3.40","3.40","3.40","3.60","3.60","3.50","3.90","3.90","3.90","3.90","4.10"
"Anthony Pritzker",767,"male","USA","3.70","3.70","3.70","3.70","3.70","3.70","3.70","4.10","4.10","4.10","4.10","4.10"
"John Sall",768,"male","USA","4.90","4.90","5.00","4.80","4.80","5.20","5.00","5.00","4.90","4.90","5.40","5.30"
"Howard Schultz",769,"male","USA","3.10","3.20","3.10","3.10","2.90","2.90","3.10","3.30","3.40","3.40","3.50","3.30"
"Richard Schulze",770,"male","USA","3.80","3.90","4.10","4.00","4.20","4.20","4.40","4.60","4.70","4.00","4.50","4.40"
"Yitzhak Tshuva",771,"male","Israel","4.30","4.50","4.50","4.10","4.00","3.90","4.00","4.30","4.30","4.30","4.80","4.80"
"Wang Yanqing",772,"female","China","2.20","2.40","2.50","2.40","2.20","2.00","2.00","1.90","2.20","2.20","2.40","2.20"
"Rajiv Bajaj",773,"male","India","5.10","5.10","5.20","5.10","5.00","5.30","5.50","6.00","6.50","5.70","5.40","5.50"
"Sanjiv Bajaj",774,"male","India","5.10","5.10","5.20","5.10","5.00","5.30","5.50","6.00","6.50","5.70","5.40","5.50"
"Leonid Boguslavsky",775,"male","Russia","5.00","5.00","4.80","4.80","4.50","4.90","4.60","4.60","4.60","4.80","5.40","5.20"
"Jim Coulter",776,"male","USA","4.40","4.50","4.50","4.40","4.40","4.40","4.70","4.90","5.20","5.60","5.70","5.40"
"Nicolas DIeteren",777,"male","Belgium","3.80","3.70","4.20","4.20","4.20","4.10","4.40","4.60","4.10","4.10","4.10","3.30"
"Beatriz Davila de Santo Domingo",778,"female","Bermuda","3.80","3.70","3.70","3.70","3.90","3.70","3.70","3.80","4.00","3.70","3.50","3.40"
"Bob Gaglardi",779,"male","Canada","3.70","3.70","3.80","3.80","4.00","4.00","4.00","4.10","4.10","4.00","4.00","3.90"
"Jaime Gilinski Bacal",780,"male","UK","5.50","7.70","7.80","8.50","8.50","8.00","8.20","8.10","8.10","7.70","7.80","7.80"
"Pansy Ho",781,"female","China","3.70","3.90","3.90","4.00","4.00","3.80","3.80","3.60","3.90","3.60","3.60","3.60"
"Alan Howard",782,"male","Switzerland","3.60","3.60","3.90","3.90","3.90","3.90","3.90","3.90","3.90","3.90","3.90","3.90"
"Huang Yi",783,"male","China","1.70","2.20","2.10","2.20","2.10","1.90","2.00","1.70","2.20","1.90","2.30","2.10"
"Peter Kellogg",784,"male","USA","4.20","4.30","4.30","4.40","4.50","4.50","4.80","4.60","4.50","4.60","4.80","4.70"
"Vyacheslav Kim",785,"male","Kazakhstan","4.30","4.80","6.40","6.30","6.30","6.40","6.40","6.40","6.40","6.40","6.40","6.40"
"Josh Kushner",786,"male","USA","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.80","3.80","3.80","3.80","3.80"
"Samuel Tak Lee",787,"male","China","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.70","3.70","3.70","3.60","3.50"
"Edwin Leong",788,"male","China","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60"
"Mohamed Mansour",789,"male","Egypt","3.30","3.30","3.20","3.20","3.20","3.30","3.30","3.30","3.30","3.30","3.30","3.30"
"Masahiro Miki",790,"male","Japan","3.70","3.50","3.80","3.90","3.80","3.50","3.80","4.10","4.20","3.90","4.00","4.10"
"Masahiro Noda",791,"male","Japan","3.70","3.70","3.60","3.10","3.10","3.10","3.50","4.10","4.30","3.90","3.90","3.60"
"Cliff Obrecht",792,"male","Australia","3.60","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40"
"Melanie Perkins",793,"female","Australia","3.60","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40","4.40"
"J.B. Pritzker",794,"male","USA","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.70","3.70","3.70","3.70","3.70"
"Juan Roig",795,"male","Spain","5.40","5.50","5.40","5.30","5.50","5.50","5.70","6.20","6.40","6.20","6.10","5.90"
"Lawrence Stroll",796,"male","Switzerland","3.60","3.60","3.90","3.90","3.90","3.90","3.90","3.90","3.90","3.80","3.80","3.80"
"Tung Chee Chen",797,"male","China","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40"
"Wang Junlin",798,"male","China","4.00","4.00","3.90","3.90","3.90","3.90","3.90","3.50","3.60","3.50","3.40","3.40"
"Xia Zuoquan",799,"male","China","2.70","2.90","3.10","3.20","3.40","3.60","3.60","3.70","4.40","4.20","3.90","4.00"
"Zeng Fangqin",800,"female","China","2.90","3.40","3.40","3.30","3.10","4.30","4.40","5.20","4.80","5.60","5.30","4.90"
"Zhang Jian",801,"male","China","2.30","2.90","2.70","3.00","3.00","2.40","2.40","2.60","3.30","3.00","3.20","3.50"
"Rocco Basilico",802,"male","Italy","4.10","4.40","4.80","4.60","4.80","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Maurizio Billi",803,"male","Brazil","3.60","3.70","3.60","3.50","3.50","3.30","3.20","3.20","3.30","3.10","3.10","2.90"
"Fashu Chen",804,"male","China","2.30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Giuseppe Crippa",805,"male","Italy","5.00","5.00","4.40","3.90","4.70","4.70","4.40","4.00","3.50","3.40","3.10","3.00"
"Daniel DAniello",806,"male","USA","4.00","4.20","4.20","4.20","4.10","4.00","4.30","4.30","4.40","4.60","4.70","4.70"
"Claudio Del Vecchio",807,"male","Italy","4.10","4.40","4.80","4.60","4.80","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Clemente Del Vecchio",808,"male","Italy","4.10","4.40","4.80","4.50","4.70","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Leonardo Maria Del Vecchio",809,"male","Italy","4.10","4.40","4.80","4.50","4.70","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Luca Del Vecchio",810,"male","Italy","4.10","4.40","4.80","4.50","4.70","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Marisa Del Vecchio",811,"female","Italy","4.10","4.40","4.80","4.50","4.70","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Paola Del Vecchio",812,"female","Italy","4.10","4.40","4.80","4.50","4.70","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Walter P.J. Droege",813,"male","Germany","4.00","3.30","3.30","3.20","3.40","3.50","3.50","3.50","3.70","3.30","3.30","3.10"
"Fan Daidi",814,"female","China","2.40","2.80","3.30","3.70","3.80","3.50","3.10","3.20","4.00","4.10","3.90","3.90"
"Peter Gassner",815,"male","USA","3.50","3.80","3.90","3.40","3.10","3.20","3.30","3.70","3.50","3.50","3.80","3.50"
"Patrick Lee",816,"male","China","2.80","2.90","2.90","2.90","3.00","2.90","3.00","2.90","3.10","3.00","2.90","3.00"
"Leng Youbin",817,"male","China","2.60","2.70","2.60","3.00","2.70","2.60","2.60","2.90","3.90","4.00","4.00","3.80"
"Daniel Loeb",818,"male","USA","3.30","3.30","3.30","3.30","3.30","3.30","3.30","3.30","3.20","3.20","3.20","3.20"
"Margarita Louis-Dreyfus",819,"female","Switzerland","3.10","3.10","4.90","5.30","5.40","5.40","5.70","5.60","5.60","5.60","5.30","5.00"
"Prasert Prasarttong-Osoth",820,"male","Thailand","3.60","3.60","3.60","3.60","3.60","3.70","3.80","4.20","4.70","4.30","3.90","3.90"
"Ira Rennert",821,"male","USA","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.80","3.80","3.80","3.80","3.80"
"Dirk Rossmann",822,"male","Germany","3.50","4.60","4.60","4.60","4.60","4.60","4.60","4.70","4.80","4.60","4.50","4.40"
"Arkady Rotenberg",823,"male","Russia","4.00","4.00","4.00","4.00","4.00","4.00","4.00","4.10","4.00","4.00","4.00","4.00"
"Remo Ruffini",824,"male","Italy","3.40","3.80","4.00","3.80","3.70","3.40","3.40","3.50","3.60","3.20","2.90","3.10"
"Karin Sartorius-Herbst",825,"female","Germany","3.00","3.20","3.40","2.60","2.30","2.00","2.40","2.40","2.40","2.20","2.00","1.90"
"Vivek Chaand Sehgal",826,"male","India","4.80","4.90","4.80","5.40","6.20","7.80","8.00","7.90","8.70","7.30","6.60","6.20"
"Scott Shleifer",827,"male","USA","2.50","2.50","2.50","2.50","2.50","2.50","2.50","2.50","3.10","3.10","3.10","3.10"
"Thomas Siebel",828,"male","USA","3.80","4.10","3.80","3.70","3.90","3.90","3.80","4.10","4.10","4.10","4.50","4.40"
"Wim van der Leegte",829,"male","Netherlands","3.50","3.60","3.60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xiao Yongming",830,"male","China","3.20","3.80","3.90","3.80","3.60","3.50","3.50","3.60","3.40","3.30","3.30","3.20"
"Michael Xie",831,"male","USA","4.00","4.10","4.10","3.80","3.60","3.60","3.50","4.60","4.70","4.70","5.70","5.70"
"Yang Shaopeng",832,"male","China","3.10","3.30","3.50","3.90","4.30","4.50","3.90","4.10","4.70","4.80","4.50","4.60"
"Nicoletta Zampillo",833,"female","Italy","4.10","4.40","4.80","4.50","4.70","4.60","4.90","5.10","5.20","5.10","5.20","5.20"
"Barry Zekelman",834,"male","Canada","3.50","3.50","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40"
"William Ackman",835,"male","USA","4.20","4.20","4.30","4.20","4.30","9.30","9.10","9.10","9.10","9.00","9.10","9.10"
"Somphote Ahunai",836,"male","Thailand","1.80","1.60","1.50","1.40","1.10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Igor Altushkin",837,"male","Russia","3.30","3.70","3.80","4.70","5.00","4.80","4.40","4.70","4.70","4.70","4.20","3.80"
"Ramon Ang",838,"male","Philippines","3.40","3.30","3.50","3.40","3.30","3.30","3.80","4.00","3.80","3.70","3.60","3.60"
"Acharya Balkrishna",839,"male","India","3.30","3.80","3.80","3.70","3.80","3.80","4.00","4.00","4.00","4.00","3.80","3.60"
"Markus Blocher",840,"male","Switzerland","3.20","3.30","3.50","3.40","3.70","3.60","3.70","3.90","3.90","3.60","3.50","3.30"
"Richard Branson",841,"male","British Virgin Islands","2.90","2.90","2.00","2.60","2.60","2.60","2.60","2.70","2.70","2.60","2.60","2.50"
"Cho Jung-ho",842,"male","South Korea","5.40","6.30","6.10","5.80","5.70","5.80","6.20","6.90","7.40","7.50","7.30","7.10"
"Alessandra Garavoglia",843,"female","Italy","3.10","3.10","3.60","3.60","3.60","3.40","3.30","3.40","3.20","2.60","2.40","2.50"
"Laurence Graff",844,"male","Switzerland","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40","3.40"
"Amos Hostetter jr",845,"male","USA","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.80","3.80","3.80","3.80","3.80"
"Robert Johnson",846,"male","USA","3.20","3.20","3.30","3.20","3.20","3.20","3.30","3.40","3.40","3.40","3.40","3.30"
"Steven Klinsky",847,"male","USA","3.60","3.60","3.60","3.60","3.60","3.60","3.60","4.90","4.40","4.40","4.40","4.40"
"William Lauder",848,"male","USA","2.10","2.30","2.30","2.20","1.90","1.70","1.60","1.50","1.60","1.00","1.30","1.30"
"John Middleton",849,"male","USA","3.70","3.70","3.70","3.70","3.70","3.70","4.10","4.10","4.10","4.10","4.10","4.10"
"Hiroshi Mikitani",850,"male","Japan","3.10","3.70","3.80","3.30","3.50","3.50","3.80","4.60","4.30","4.00","3.80","3.90"
"Bob Parsons",851,"male","USA","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.90","3.90","3.90","3.90"
"J. Joe Ricketts",852,"male","USA","3.60","3.80","4.00","4.10","4.10","4.10","3.70","3.50","3.70","4.00","4.40","4.10"
"Herb Simon",853,"male","USA","4.70","4.80","4.90","4.70","4.80","4.80","4.80","5.00","5.10","5.10","5.20","5.10"
"Leena Tewari",854,"female","India","3.20","3.20","3.10","3.10","3.20","3.10","3.10","3.10","3.10","3.10","3.10","3.10"
"Stefan von Holtzbrinck",855,"male","Germany","3.40","3.40","4.30","4.20","4.40","4.50","4.80","5.00","5.10","4.90","5.00","5.00"
"Hans Peter Wild",856,"male","Switzerland","3.40","3.40","3.40","3.40","3.50","3.40","3.40","3.50","3.60","3.50","3.40","3.30"
"Wu Guanjiang",857,"male","China","3.10","3.20","3.10","2.90","2.90","2.80","2.80","2.80","3.00","2.80","2.80","2.70"
"Yi Zheng",858,"male","China","3.30","3.90","3.70","3.50","3.30","3.00","3.10","3.00","5.60","5.90","9.30","7.90"
"Eric Yuan",859,"male","USA","4.10","4.40","4.10","4.00","4.00","3.90","3.90","4.50","4.50","4.70","5.00","5.00"
"Charles Zegar",860,"male","USA","3.50","3.90","3.90","3.90","3.90","3.90","3.80","3.80","3.80","3.00","3.80","3.80"
"Mohed Altrad",861,"male","France","2.60","2.60","3.30","3.30","3.30","3.30","3.30","3.40","3.40","3.30","3.30","3.20"
"John Arnold",862,"male","USA","3.30","3.30","3.30","3.30","3.30","3.30","3.30","3.30","2.90","2.90","2.90","2.90"
"Bill Austin",863,"male","USA","3.10","3.20","3.20","3.00","3.10","3.20","3.00","3.10","3.10","3.10","3.00","2.80"
"Chen Shibin",864,"male","China","1.70","2.00","2.30","2.00","1.50","1.10","1.10",NULL,"1.20","1.20","1.10","1.10"
"Bennett Dorrance",865,"male","USA","3.30","3.20","3.20","3.30","3.20","3.30","3.30","3.60","3.60","3.00","3.50","3.30"
"Walter Faria",866,"male","Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Walter Frey",867,"male","Switzerland","3.40","3.40","3.40","3.30","3.40","3.30","3.40","3.50","3.50","3.40","3.30","3.20"
"Fu Liquan",868,"male","China","3.10","3.50","3.60","3.50","3.30","3.10","3.00","2.90","3.60","3.40","3.30","3.30"
"John Gandel",869,"male","Australia","3.50","3.40","3.50","3.40","3.50","3.40","3.50","3.70","3.80","3.60","3.50","3.30"
"Peter Gilgan",870,"male","Canada","5.20","5.20","5.40","5.30","5.30","5.10","6.20","6.40","6.40","6.20","6.10","5.00"
"Kwek Leng Beng",871,"male","Singapore","3.20","3.40","3.40","3.30","3.30","3.20","3.30","3.40","3.50","3.40","4.00","4.10"
"Pablo Legorreta",872,"male","USA","3.10","3.20","3.20","3.00","3.00","3.00","3.10","3.10","4.00","3.90","3.90","3.80"
"Arnon Milchan",873,"male","Israel","3.30","3.40","3.40","3.40","3.30","3.30","3.30","3.30","3.30","3.30","3.60","3.50"
"Akio Nitori",874,"male","Japan","3.80","4.20","4.40","3.90","3.20","3.10","3.30","4.30","4.30","3.60","3.60","3.40"
"Julio Ponce Lerou",875,"male","Chile","2.20","2.70","2.70","2.70","2.70","2.40","2.20","2.20","2.30","2.20","2.20","2.10"
"Rodger Riney",876,"male","USA","3.60","3.60","3.60","3.60","3.60","3.60","3.60","3.90","3.90","3.90","3.90","3.90"
"Phil Ruffin",877,"male","USA","2.70","2.70","2.70","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.70","2.70"
"Naguib Sawiris",878,"male","Egypt","3.80","3.80","3.80","3.80","3.80","3.80","3.80","3.80","3.80","3.80","3.80","3.80"
"Shen Neil",879,"male","China",NULL,NULL,NULL,NULL,NULL,"3.70","3.70","3.50","4.00",NULL,NULL,NULL
"Gil Shwed",880,"male","Israel","4.40","4.30","4.50","4.10","4.10","4.50","5.10","5.40","5.40","4.80","5.10","5.20"
"Stephen Smith",881,"male","Canada","3.60","3.50","4.40","4.40","4.40","4.40","4.40","4.50","4.60","4.50","4.50","4.30"
"Nik Storonsky",882,"male","UK","3.30","3.30","2.70","2.70","2.70","2.70","2.70","2.70","7.90","7.90","7.90","7.90"
"Jeffrey Talpins",883,"male","USA","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00","3.00"
"Carl Thoma",884,"male","USA","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","4.40","4.40","4.40","4.40"
"Todd Wanek",885,"male","USA","3.00","3.10","3.20","2.90","2.80","2.60","2.80","2.70","3.70","3.70","4.10","3.80"
"Xue Hua",886,"male","China","2.00","2.20","2.30","2.50","2.60","2.40","2.20","2.00","2.50","2.30","2.40","2.50"
"Takao Yasuda",887,"male","Singapore","3.90","4.00","4.60","4.10","4.40","4.00","4.40","4.40","4.50","4.30","4.30","4.70"
"Karen Virginia Beckmann Legoretta",888,"female","Mexico","2.40","3.00","3.10","2.70","2.40","2.40","2.10","2.10","2.10","1.70","1.70","1.50"
"Juan Francisco Beckmann Vidal",889,"male","Mexico",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Giuliana Benetton",890,"female","Italy","3.30","3.30","3.30","3.20","3.30","3.20","3.30","3.40","3.60","3.40","3.30","3.20"
"Luciano Benetton",891,"male","Italy","3.30","3.30","3.30","3.20","3.30","3.20","3.30","3.40","3.60","3.40","3.30","3.20"
"Arun Bharat Ram",892,"male","India","3.20","3.30","3.50","3.60","3.00","3.30","3.60","3.50","3.40","3.10","3.10","3.00"
"Ron Burkle",893,"male","UK","3.00","3.00","2.90","2.90","2.90","2.90","2.90","3.30","3.20","3.20","3.20","3.40"
"Chen Kaixuan",894,"male","China","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.70","2.70","2.70","2.60","2.60"
"Brunello Cucinelli",895,"male","Italy","3.70","4.40","4.20","3.80","3.70","3.70","3.50","3.60","4.00","3.70","3.70","4.00"
"Antonio Del Valle Ruiz",896,"male","Mexico","3.60","3.50","3.70","3.30","3.30","2.90","2.80","2.50","2.50","2.40","2.30","2.20"
"Dong Jinggui",897,"male","China","2.20","2.40","2.40","2.90","2.40","1.90","2.10","2.20","2.70","2.60","2.40","2.50"
"Charles Ergen",898,"male","USA","1.60","1.30","1.50","1.70","2.10","1.90","2.20","2.00","2.90","2.00","2.90","2.50"
"David Filo",899,"male","USA","3.50","3.50","3.50","3.50","3.50","3.50","3.50","4.30","4.30","4.30","4.30","4.30"
"Lindsay Fox",900,"male","Australia","2.90","2.90","2.90","2.90","3.00","3.00","2.90","3.00","3.10","3.00","2.90","2.80"
"Sergei Galitsky",901,"male","Russia","3.20","3.20","3.30","3.30","3.30","3.30","3.30","3.30","3.30","3.30","3.30","3.30"
"Senapathy Gopalakrishnan",902,"male","India","3.60","3.60","3.30","3.10","3.10","3.40","3.90","4.00","4.30","4.00","4.20","4.20"
"Luciano Hang",903,"male","Brazil","3.30","3.30","2.30","2.30","2.20","2.10","2.10","2.10","2.10","2.00","2.00","1.90"
"Michael Hintze",904,"male","UK","2.70","2.70","2.70","2.70","2.70","2.70","2.70","2.70","2.70","2.70","2.70","2.70"
"Hu Baifan",905,"male","China","2.80","3.10","2.90","3.30","3.20","3.20","3.40","3.30","4.00","3.90","3.70","3.70"
"Lee Boo-jin",906,"female","South Korea","4.00","3.90","4.00","2.70","2.50","2.70","2.80","2.80","2.60","2.40","2.40","2.20"
"Li Liangbin",907,"male","China","1.60","1.90","1.70","1.60","1.60","1.30","1.30","1.30","1.70","1.60","1.90","1.60"
"Liang Feng",908,"male","China","1.70","2.00","2.00","1.90","1.70","1.50","1.40","1.30","1.60","1.80","2.10","1.70"
"Samir Mehta",909,"male","India","5.50","5.80","6.00","6.30","6.40","6.50","7.60","7.90","7.90","7.60","7.20","7.20"
"Sudhir Mehta",910,"male","India","5.50","5.70","6.00","6.30","6.40","6.50","7.60","7.90","7.90","7.60","7.20","7.20"
"Aristotelis Mistakidis",911,"male","Switzerland","3.10","2.90","3.40","3.60","3.70","3.50","3.50","3.40","3.50","3.40","3.20","3.00"
"Geoffrey Palmer",912,"male","USA","3.10","3.10","3.10","3.10","3.10","3.10","3.10","2.00","2.00","2.00","2.00","2.00"
"Roger Penske",913,"male","USA","3.90","4.00","4.10","3.80","3.70","3.70","4.20","6.40","6.30","6.10","7.00","6.20"
"Ravi Pillai",914,"male","United Arab Emirates","3.20","3.30","3.30","3.30","3.40","3.30","3.40","3.40","3.40","3.40","3.50","3.50"
"David Rubenstein",915,"male","USA","3.80","3.90","3.90","3.90","3.80","3.70","4.00","3.70","3.80","4.00","4.00","4.00"
"Hilton Schlosberg",916,"male","USA","3.50","3.70","3.40","3.10","3.00","2.90","3.00","2.80","3.00","3.10","3.20","3.10"
"Klaus-Peter Schulenberg",917,"male","Germany","3.40","3.80","4.20","4.20","4.10","4.00","4.20","4.40","4.80","4.80","4.20","4.00"
"Lynn Schusterman",918,"female","USA","4.50","4.50","4.50","4.50","4.50","4.50","4.50","4.50","4.50","4.50","4.50","4.50"
"Isabella Seragnoli",919,"female","Italy","3.20","3.20","3.30","3.30","3.30","3.30","3.30","3.40","3.40","3.30","3.20","3.20"
"Shen Guojun",920,"male","China","5.70","5.70","5.70","5.70","5.70","5.60","5.60","5.60","4.50","4.40","4.40","4.40"
"Warren Stephens",921,"male","USA","3.20","3.20","3.20","3.20","3.20","3.20","3.20","3.30","3.30","3.30","3.40","3.40"
"Pat Stryker",922,"female","USA","3.80","3.90","3.90","3.70","3.80","3.80","3.70","4.00","3.90","3.90","4.20","3.90"
"Roman Trotsenko",923,"male","Russia","2.50","2.70","2.80","2.80","2.80","2.80","2.80","3.00","2.80","2.80","2.80","2.80"
"Harald Tschira",924,"male","Germany","3.20","5.10","5.20","5.00","5.00","5.30","5.40","5.50","5.70","5.70","5.60","5.70"
"Udo Tschira",925,"male","Germany","3.20","5.10","5.20","5.00","5.00","5.30","5.40","5.50","5.70","5.70","5.60","5.70"
"Vincent Viola",926,"male","USA","3.50","3.60","3.80","3.80","3.90","3.90","4.30","4.80","4.80","4.90","5.30","5.20"
